inventory_id,date,product_id,warehouse_id,stock_on_hand,stock_allocated,stock_on_order
INV0032060,2026-07-12,PROD0012,WH05,432,10,0
INV0032061,2026-07-12,PROD0013,WH01,242,11,0
INV0032062,2026-07-12,PROD0013,WH02,138,13,0
INV0032063,2026-07-12,PROD0013,WH03,58,2,0
INV0032064,2026-07-12,PROD0013,WH04,219,28,0
INV0032065,2026-07-12,PROD0013,WH05,66,3,0
INV0032066,2026-07-12,PROD0014,WH01,222,4,0
INV0032067,2026-07-12,PROD0014,WH02,138,17,0
INV0032068,2026-07-12,PROD0014,WH03,207,2,0
INV0032069,2026-07-12,PROD0014,WH04,255,28,0
INV0032070,2026-07-12,PROD0014,WH05,257,20,0
INV0032071,2026-07-12,PROD0015,WH01,273,27,0
INV0032072,2026-07-12,PROD0015,WH02,128,6,0
INV0032073,2026-07-12,PROD0015,WH03,102,3,0
INV0032074,2026-07-12,PROD0015,WH04,118,5,0
INV0032075,2026-07-12,PROD0015,WH05,292,12,0
INV0032076,2026-07-12,PROD0016,WH01,216,15,0
INV0032077,2026-07-12,PROD0016,WH02,172,22,0
INV0032078,2026-07-12,PROD0016,WH03,127,2,0
INV0032079,2026-07-12,PROD0016,WH04,140,13,0
INV0032080,2026-07-12,PROD0016,WH05,155,11,0
INV0032081,2026-07-12,PROD0017,WH01,54,7,0
INV0032082,2026-07-12,PROD0017,WH02,211,1,0
INV0032083,2026-07-12,PROD0017,WH03,269,23,0
INV0032084,2026-07-12,PROD0017,WH04,43,5,0
INV0032085,2026-07-12,PROD0017,WH05,49,2,0
INV0032086,2026-07-12,PROD0018,WH01,171,18,0
INV0032087,2026-07-12,PROD0018,WH02,32,2,0
INV0032088,2026-07-12,PROD0018,WH03,26,0,0
INV0032089,2026-07-12,PROD0018,WH04,49,0,0
INV0032090,2026-07-12,PROD0018,WH05,8,1,10
INV0032091,2026-07-12,PROD0019,WH01,258,15,0
INV0032092,2026-07-12,PROD0019,WH02,236,16,0
INV0032093,2026-07-12,PROD0019,WH03,248,1,0
INV0032094,2026-07-12,PROD0019,WH04,511,8,0
INV0032095,2026-07-12,PROD0019,WH05,383,46,0
INV0032096,2026-07-12,PROD0020,WH01,26,3,0
INV0032097,2026-07-12,PROD0020,WH02,117,16,0
INV0032098,2026-07-12,PROD0020,WH03,149,1,0
INV0032099,2026-07-12,PROD0020,WH04,98,10,0
INV0032100,2026-07-12,PROD0020,WH05,404,12,0
INV0032101,2026-07-12,PROD0021,WH01,205,30,0
INV0032102,2026-07-12,PROD0021,WH02,252,14,0
INV0032103,2026-07-12,PROD0021,WH03,36,4,0
INV0032104,2026-07-12,PROD0021,WH04,140,20,0
INV0032105,2026-07-12,PROD0021,WH05,152,15,0
INV0032106,2026-07-12,PROD0022,WH01,47,7,0
INV0032107,2026-07-12,PROD0022,WH02,257,3,0
INV0032108,2026-07-12,PROD0022,WH03,130,16,0
INV0032109,2026-07-12,PROD0022,WH04,202,1,0
INV0032110,2026-07-12,PROD0022,WH05,230,16,0
INV0032111,2026-07-12,PROD0023,WH01,55,1,0
INV0032112,2026-07-12,PROD0023,WH02,199,4,0
INV0032113,2026-07-12,PROD0023,WH03,70,3,0
INV0032114,2026-07-12,PROD0023,WH04,144,3,0
INV0032115,2026-07-12,PROD0023,WH05,215,6,0
INV0032116,2026-07-12,PROD0024,WH01,208,31,0
INV0032117,2026-07-12,PROD0024,WH02,163,19,0
INV0032118,2026-07-12,PROD0024,WH03,143,2,0
INV0032119,2026-07-12,PROD0024,WH04,215,6,0
INV0032120,2026-07-12,PROD0024,WH05,353,13,0
INV0032121,2026-07-12,PROD0025,WH01,145,4,0
INV0032122,2026-07-12,PROD0025,WH02,170,22,0
INV0032123,2026-07-12,PROD0025,WH03,86,8,0
INV0032124,2026-07-12,PROD0025,WH04,29,3,0
INV0032125,2026-07-12,PROD0025,WH05,62,1,0
INV0032126,2026-07-12,PROD0026,WH01,156,23,0
INV0032127,2026-07-12,PROD0026,WH02,129,2,0
INV0032128,2026-07-12,PROD0026,WH03,123,7,0
INV0032129,2026-07-12,PROD0026,WH04,203,1,0
INV0032130,2026-07-12,PROD0026,WH05,53,1,0
INV0032131,2026-07-12,PROD0027,WH01,62,6,0
INV0032132,2026-07-12,PROD0027,WH02,114,0,0
INV0032133,2026-07-12,PROD0027,WH03,48,3,0
INV0032134,2026-07-12,PROD0027,WH04,60,2,0
INV0032135,2026-07-12,PROD0027,WH05,81,4,0
INV0032136,2026-07-12,PROD0028,WH01,69,7,0
INV0032137,2026-07-12,PROD0028,WH02,65,0,0
INV0032138,2026-07-12,PROD0028,WH03,276,17,0
INV0032139,2026-07-12,PROD0028,WH04,217,13,0
INV0032140,2026-07-12,PROD0028,WH05,406,2,0
INV0032141,2026-07-12,PROD0029,WH01,64,8,0
INV0032142,2026-07-12,PROD0029,WH02,93,13,0
INV0032143,2026-07-12,PROD0029,WH03,234,32,0
INV0032144,2026-07-12,PROD0029,WH04,170,20,0
INV0032145,2026-07-12,PROD0029,WH05,86,2,0
INV0032146,2026-07-12,PROD0030,WH01,69,7,0
INV0032147,2026-07-12,PROD0030,WH02,140,18,0
INV0032148,2026-07-12,PROD0030,WH03,264,32,0
INV0032149,2026-07-12,PROD0030,WH04,114,16,0
INV0032150,2026-07-12,PROD0030,WH05,334,33,0
INV0032151,2026-07-12,PROD0031,WH01,253,5,0
INV0032152,2026-07-12,PROD0031,WH02,220,29,0
INV0032153,2026-07-12,PROD0031,WH03,102,4,0
INV0032154,2026-07-12,PROD0031,WH04,173,18,0
INV0032155,2026-07-12,PROD0031,WH05,270,33,0
INV0032156,2026-07-12,PROD0032,WH01,78,7,0
INV0032157,2026-07-12,PROD0032,WH02,197,3,0
INV0032158,2026-07-12,PROD0032,WH03,216,26,0
INV0032159,2026-07-12,PROD0032,WH04,134,20,0
INV0032160,2026-07-12,PROD0032,WH05,83,4,0
INV0032161,2026-07-12,PROD0033,WH01,130,13,0
INV0032162,2026-07-12,PROD0033,WH02,236,13,0
INV0032163,2026-07-12,PROD0033,WH03,75,1,0
INV0032164,2026-07-12,PROD0033,WH04,197,16,0
INV0032165,2026-07-12,PROD0033,WH05,77,8,0
INV0032166,2026-07-12,PROD0034,WH01,256,24,0
INV0032167,2026-07-12,PROD0034,WH02,65,6,0
INV0032168,2026-07-12,PROD0034,WH03,52,3,0
INV0032169,2026-07-12,PROD0034,WH04,26,2,0
INV0032170,2026-07-12,PROD0034,WH05,50,4,0
INV0032171,2026-07-12,PROD0035,WH01,129,15,0
INV0032172,2026-07-12,PROD0035,WH02,137,6,0
INV0032173,2026-07-12,PROD0035,WH03,14,1,0
INV0032174,2026-07-12,PROD0035,WH04,48,2,0
INV0032175,2026-07-12,PROD0035,WH05,245,18,0
INV0032176,2026-07-12,PROD0036,WH01,79,8,0
INV0032177,2026-07-12,PROD0036,WH02,22,2,0
INV0032178,2026-07-12,PROD0036,WH03,79,6,0
INV0032179,2026-07-12,PROD0036,WH04,131,1,0
INV0032180,2026-07-12,PROD0036,WH05,297,30,0
INV0032181,2026-07-12,PROD0037,WH01,67,4,0
INV0032182,2026-07-12,PROD0037,WH02,150,12,0
INV0032183,2026-07-12,PROD0037,WH03,95,4,0
INV0032184,2026-07-12,PROD0037,WH04,152,15,0
INV0032185,2026-07-12,PROD0037,WH05,69,5,0
INV0032186,2026-07-12,PROD0038,WH01,41,0,0
INV0032187,2026-07-12,PROD0038,WH02,46,5,0
INV0032188,2026-07-12,PROD0038,WH03,60,5,0
INV0032189,2026-07-12,PROD0038,WH04,180,6,0
INV0032190,2026-07-12,PROD0038,WH05,196,3,0
INV0032191,2026-07-12,PROD0039,WH01,90,1,0
INV0032192,2026-07-12,PROD0039,WH02,123,4,0
INV0032193,2026-07-12,PROD0039,WH03,177,5,0
INV0032194,2026-07-12,PROD0039,WH04,148,16,0
INV0032195,2026-07-12,PROD0039,WH05,285,40,0
INV0032196,2026-07-12,PROD0040,WH01,164,15,0
INV0032197,2026-07-12,PROD0040,WH02,215,9,0
INV0032198,2026-07-12,PROD0040,WH03,215,31,0
INV0032199,2026-07-12,PROD0040,WH04,272,1,0
INV0032200,2026-07-12,PROD0040,WH05,153,12,0
INV0032201,2026-07-12,PROD0041,WH01,26,4,0
INV0032202,2026-07-12,PROD0041,WH02,236,33,0
INV0032203,2026-07-12,PROD0041,WH03,73,11,0
INV0032204,2026-07-12,PROD0041,WH04,31,1,0
INV0032205,2026-07-12,PROD0041,WH05,369,48,0
INV0032206,2026-07-12,PROD0042,WH01,213,12,0
INV0032207,2026-07-12,PROD0042,WH02,164,8,0
INV0032208,2026-07-12,PROD0042,WH03,92,6,0
INV0032209,2026-07-12,PROD0042,WH04,170,6,0
INV0032210,2026-07-12,PROD0042,WH05,248,1,0
INV0032211,2026-07-12,PROD0043,WH01,173,11,0
INV0032212,2026-07-12,PROD0043,WH02,214,8,0
INV0032213,2026-07-12,PROD0043,WH03,18,2,0
INV0032214,2026-07-12,PROD0043,WH04,258,20,0
INV0032215,2026-07-12,PROD0043,WH05,398,3,0
INV0032216,2026-07-12,PROD0044,WH01,241,32,0
INV0032217,2026-07-12,PROD0044,WH02,49,7,0
INV0032218,2026-07-12,PROD0044,WH03,183,3,0
INV0032219,2026-07-12,PROD0044,WH04,35,1,0
INV0032220,2026-07-12,PROD0044,WH05,38,3,0
INV0032221,2026-07-12,PROD0045,WH01,32,2,0
INV0032222,2026-07-12,PROD0045,WH02,111,8,0
INV0032223,2026-07-12,PROD0045,WH03,15,1,0
INV0032224,2026-07-12,PROD0045,WH04,153,4,0
INV0032225,2026-07-12,PROD0045,WH05,233,19,0
INV0032226,2026-07-12,PROD0046,WH01,112,3,0
INV0032227,2026-07-12,PROD0046,WH02,208,19,0
INV0032228,2026-07-12,PROD0046,WH03,122,3,0
INV0032229,2026-07-12,PROD0046,WH04,216,3,0
INV0032230,2026-07-12,PROD0046,WH05,178,25,0
INV0032231,2026-07-12,PROD0047,WH01,78,2,0
INV0032232,2026-07-12,PROD0047,WH02,239,27,0
INV0032233,2026-07-12,PROD0047,WH03,78,10,0
INV0032234,2026-07-12,PROD0047,WH04,261,0,0
INV0032235,2026-07-12,PROD0047,WH05,254,29,0
INV0032236,2026-07-12,PROD0048,WH01,86,4,0
INV0032237,2026-07-12,PROD0048,WH02,176,17,0
INV0032238,2026-07-12,PROD0048,WH03,153,11,0
INV0032239,2026-07-12,PROD0048,WH04,245,4,0
INV0032240,2026-07-12,PROD0048,WH05,251,26,0
INV0032241,2026-07-12,PROD0049,WH01,260,2,0
INV0032242,2026-07-12,PROD0049,WH02,222,19,0
INV0032243,2026-07-12,PROD0049,WH03,105,6,0
INV0032244,2026-07-12,PROD0049,WH04,225,3,0
INV0032245,2026-07-12,PROD0049,WH05,67,0,0
INV0032246,2026-07-12,PROD0050,WH01,135,9,0
INV0032247,2026-07-12,PROD0050,WH02,96,6,0
INV0032248,2026-07-12,PROD0050,WH03,46,1,10
INV0032249,2026-07-12,PROD0050,WH04,64,3,0
INV0032250,2026-07-12,PROD0050,WH05,295,6,0
INV0032251,2026-07-12,PROD0051,WH01,272,15,0
INV0032252,2026-07-12,PROD0051,WH02,249,12,0
INV0032253,2026-07-12,PROD0051,WH03,117,4,0
INV0032254,2026-07-12,PROD0051,WH04,95,4,0
INV0032255,2026-07-12,PROD0051,WH05,325,47,0
INV0032256,2026-07-12,PROD0052,WH01,86,6,0
INV0032257,2026-07-12,PROD0052,WH02,102,8,0
INV0032258,2026-07-12,PROD0052,WH03,143,9,0
INV0032259,2026-07-12,PROD0052,WH04,116,10,0
INV0032260,2026-07-12,PROD0052,WH05,155,16,0
INV0032261,2026-07-12,PROD0053,WH01,102,7,0
INV0032262,2026-07-12,PROD0053,WH02,128,8,0
INV0032263,2026-07-12,PROD0053,WH03,290,17,0
INV0032264,2026-07-12,PROD0053,WH04,24,0,0
INV0032265,2026-07-12,PROD0053,WH05,238,1,0
INV0032266,2026-07-12,PROD0054,WH01,135,17,0
INV0032267,2026-07-12,PROD0054,WH02,185,22,0
INV0032268,2026-07-12,PROD0054,WH03,129,15,0
INV0032269,2026-07-12,PROD0054,WH04,44,6,0
INV0032270,2026-07-12,PROD0054,WH05,372,3,0
INV0032271,2026-07-12,PROD0055,WH01,98,3,0
INV0032272,2026-07-12,PROD0055,WH02,240,28,0
INV0032273,2026-07-12,PROD0055,WH03,241,11,0
INV0032274,2026-07-12,PROD0055,WH04,240,26,0
INV0032275,2026-07-12,PROD0055,WH05,177,16,0
INV0032276,2026-07-12,PROD0056,WH01,502,66,0
INV0032277,2026-07-12,PROD0056,WH02,247,21,0
INV0032278,2026-07-12,PROD0056,WH03,158,10,0
INV0032279,2026-07-12,PROD0056,WH04,44,0,0
INV0032280,2026-07-12,PROD0056,WH05,54,7,0
INV0032281,2026-07-12,PROD0057,WH01,121,3,0
INV0032282,2026-07-12,PROD0057,WH02,188,19,0
INV0032283,2026-07-12,PROD0057,WH03,279,13,0
INV0032284,2026-07-12,PROD0057,WH04,137,17,0
INV0032285,2026-07-12,PROD0057,WH05,109,5,0
INV0032286,2026-07-12,PROD0058,WH01,269,39,0
INV0032287,2026-07-12,PROD0058,WH02,278,17,0
INV0032288,2026-07-12,PROD0058,WH03,153,14,0
INV0032289,2026-07-12,PROD0058,WH04,74,7,0
INV0032290,2026-07-12,PROD0058,WH05,146,14,0
INV0032291,2026-07-12,PROD0059,WH01,219,9,0
INV0032292,2026-07-12,PROD0059,WH02,177,25,0
INV0032293,2026-07-12,PROD0059,WH03,145,12,0
INV0032294,2026-07-12,PROD0059,WH04,240,24,0
INV0032295,2026-07-12,PROD0059,WH05,202,1,0
INV0032296,2026-07-12,PROD0060,WH01,82,3,0
INV0032297,2026-07-12,PROD0060,WH02,191,12,0
INV0032298,2026-07-12,PROD0060,WH03,275,11,0
INV0032299,2026-07-12,PROD0060,WH04,220,9,0
INV0032300,2026-07-12,PROD0060,WH05,121,4,0
INV0032301,2026-07-12,PROD0061,WH01,211,14,0
INV0032302,2026-07-12,PROD0061,WH02,77,6,0
INV0032303,2026-07-12,PROD0061,WH03,7,1,10
INV0032304,2026-07-12,PROD0061,WH04,0,0,10
INV0032305,2026-07-12,PROD0061,WH05,222,1,0
INV0032306,2026-07-12,PROD0062,WH01,124,18,0
INV0032307,2026-07-12,PROD0062,WH02,134,6,0
INV0032308,2026-07-12,PROD0062,WH03,75,1,0
INV0032309,2026-07-12,PROD0062,WH04,242,36,0
INV0032310,2026-07-12,PROD0062,WH05,252,31,0
INV0032311,2026-07-12,PROD0063,WH01,126,14,0
INV0032312,2026-07-12,PROD0063,WH02,127,19,0
INV0032313,2026-07-12,PROD0063,WH03,131,5,0
INV0032314,2026-07-12,PROD0063,WH04,175,21,0
INV0032315,2026-07-12,PROD0063,WH05,290,3,0
INV0032316,2026-07-12,PROD0064,WH01,146,16,0
INV0032317,2026-07-12,PROD0064,WH02,202,5,0
INV0032318,2026-07-12,PROD0064,WH03,223,11,0
INV0032319,2026-07-12,PROD0064,WH04,64,3,0
INV0032320,2026-07-12,PROD0064,WH05,230,31,0
INV0032321,2026-07-12,PROD0065,WH01,218,1,0
INV0032322,2026-07-12,PROD0065,WH02,94,1,0
INV0032323,2026-07-12,PROD0065,WH03,58,4,0
INV0032324,2026-07-12,PROD0065,WH04,95,8,0
INV0032325,2026-07-12,PROD0065,WH05,175,4,0
INV0032326,2026-07-12,PROD0066,WH01,269,28,0
INV0032327,2026-07-12,PROD0066,WH02,129,5,0
INV0032328,2026-07-12,PROD0066,WH03,51,5,0
INV0032329,2026-07-12,PROD0066,WH04,130,17,0
INV0032330,2026-07-12,PROD0066,WH05,65,7,0
INV0032331,2026-07-12,PROD0067,WH01,59,3,0
INV0032332,2026-07-12,PROD0067,WH02,95,10,0
INV0032333,2026-07-12,PROD0067,WH03,85,7,0
INV0032334,2026-07-12,PROD0067,WH04,226,17,0
INV0032335,2026-07-12,PROD0067,WH05,379,43,0
INV0032336,2026-07-12,PROD0068,WH01,251,21,0
INV0032337,2026-07-12,PROD0068,WH02,44,2,0
INV0032338,2026-07-12,PROD0068,WH03,121,7,0
INV0032339,2026-07-12,PROD0068,WH04,519,29,0
INV0032340,2026-07-12,PROD0068,WH05,162,9,0
INV0032341,2026-07-12,PROD0069,WH01,136,10,0
INV0032342,2026-07-12,PROD0069,WH02,127,15,0
INV0032343,2026-07-12,PROD0069,WH03,69,10,0
INV0032344,2026-07-12,PROD0069,WH04,243,13,0
INV0032345,2026-07-12,PROD0069,WH05,183,20,0
INV0032346,2026-07-12,PROD0070,WH01,115,14,0
INV0032347,2026-07-12,PROD0070,WH02,162,7,0
INV0032348,2026-07-12,PROD0070,WH03,156,14,0
INV0032349,2026-07-12,PROD0070,WH04,217,9,0
INV0032350,2026-07-12,PROD0070,WH05,284,40,0
INV0032351,2026-07-12,PROD0071,WH01,165,17,0
INV0032352,2026-07-12,PROD0071,WH02,132,18,0
INV0032353,2026-07-12,PROD0071,WH03,124,12,0
INV0032354,2026-07-12,PROD0071,WH04,198,21,0
INV0032355,2026-07-12,PROD0071,WH05,238,31,0
INV0032356,2026-07-12,PROD0072,WH01,245,8,0
INV0032357,2026-07-12,PROD0072,WH02,44,6,500
INV0032358,2026-07-12,PROD0072,WH03,136,14,0
INV0032359,2026-07-12,PROD0072,WH04,34,3,500
INV0032360,2026-07-12,PROD0072,WH05,541,11,0
INV0032361,2026-07-12,PROD0073,WH01,40,4,0
INV0032362,2026-07-12,PROD0073,WH02,276,19,0
INV0032363,2026-07-12,PROD0073,WH03,33,3,0
INV0032364,2026-07-12,PROD0073,WH04,257,19,0
INV0032365,2026-07-12,PROD0073,WH05,269,25,0
INV0032366,2026-07-12,PROD0074,WH01,185,17,0
INV0032367,2026-07-12,PROD0074,WH02,75,4,0
INV0032368,2026-07-12,PROD0074,WH03,139,19,0
INV0032369,2026-07-12,PROD0074,WH04,198,29,0
INV0032370,2026-07-12,PROD0074,WH05,243,28,0
INV0032371,2026-07-12,PROD0075,WH01,38,0,0
INV0032372,2026-07-12,PROD0075,WH02,40,5,0
INV0032373,2026-07-12,PROD0075,WH03,117,2,0
INV0032374,2026-07-12,PROD0075,WH04,94,10,0
INV0032375,2026-07-12,PROD0075,WH05,131,15,0
INV0032376,2026-07-12,PROD0076,WH01,142,11,0
INV0032377,2026-07-12,PROD0076,WH02,69,3,0
INV0032378,2026-07-12,PROD0076,WH03,189,3,0
INV0032379,2026-07-12,PROD0076,WH04,43,6,0
INV0032380,2026-07-12,PROD0076,WH05,138,19,0
INV0032381,2026-07-12,PROD0077,WH01,71,9,0
INV0032382,2026-07-12,PROD0077,WH02,237,13,0
INV0032383,2026-07-12,PROD0077,WH03,156,18,0
INV0032384,2026-07-12,PROD0077,WH04,109,0,0
INV0032385,2026-07-12,PROD0077,WH05,119,7,0
INV0032386,2026-07-12,PROD0078,WH01,207,12,0
INV0032387,2026-07-12,PROD0078,WH02,143,13,0
INV0032388,2026-07-12,PROD0078,WH03,149,9,0
INV0032389,2026-07-12,PROD0078,WH04,121,11,0
INV0032390,2026-07-12,PROD0078,WH05,411,5,0
INV0032391,2026-07-12,PROD0079,WH01,74,6,0
INV0032392,2026-07-12,PROD0079,WH02,172,1,0
INV0032393,2026-07-12,PROD0079,WH03,194,21,0
INV0032394,2026-07-12,PROD0079,WH04,146,4,0
INV0032395,2026-07-12,PROD0079,WH05,410,16,0
INV0032396,2026-07-12,PROD0080,WH01,100,3,0
INV0032397,2026-07-12,PROD0080,WH02,276,22,0
INV0032398,2026-07-12,PROD0080,WH03,183,2,0
INV0032399,2026-07-12,PROD0080,WH04,195,3,0
INV0032400,2026-07-12,PROD0080,WH05,310,7,0
INV0032401,2026-07-12,PROD0081,WH01,72,0,0
INV0032402,2026-07-12,PROD0081,WH02,62,1,0
INV0032403,2026-07-12,PROD0081,WH03,155,10,0
INV0032404,2026-07-12,PROD0081,WH04,68,6,0
INV0032405,2026-07-12,PROD0081,WH05,62,6,0
INV0032406,2026-07-12,PROD0082,WH01,44,1,0
INV0032407,2026-07-12,PROD0082,WH02,176,22,0
INV0032408,2026-07-12,PROD0082,WH03,106,15,0
INV0032409,2026-07-12,PROD0082,WH04,90,0,0
INV0032410,2026-07-12,PROD0082,WH05,244,22,0
INV0032411,2026-07-12,PROD0083,WH01,534,20,0
INV0032412,2026-07-12,PROD0083,WH02,139,12,0
INV0032413,2026-07-12,PROD0083,WH03,75,5,0
INV0032414,2026-07-12,PROD0083,WH04,79,4,0
INV0032415,2026-07-12,PROD0083,WH05,543,43,0
INV0032416,2026-07-12,PROD0084,WH01,89,0,0
INV0032417,2026-07-12,PROD0084,WH02,260,1,0
INV0032418,2026-07-12,PROD0084,WH03,30,0,0
INV0032419,2026-07-12,PROD0084,WH04,216,8,0
INV0032420,2026-07-12,PROD0084,WH05,171,24,0
INV0032421,2026-07-12,PROD0085,WH01,197,28,0
INV0032422,2026-07-12,PROD0085,WH02,82,4,0
INV0032423,2026-07-12,PROD0085,WH03,103,6,0
INV0032424,2026-07-12,PROD0085,WH04,98,5,0
INV0032425,2026-07-12,PROD0085,WH05,267,32,0
INV0032426,2026-07-12,PROD0086,WH01,75,1,0
INV0032427,2026-07-12,PROD0086,WH02,210,24,0
INV0032428,2026-07-12,PROD0086,WH03,142,17,0
INV0032429,2026-07-12,PROD0086,WH04,113,7,0
INV0032430,2026-07-12,PROD0086,WH05,56,4,0
INV0032431,2026-07-12,PROD0087,WH01,19,3,0
INV0032432,2026-07-12,PROD0087,WH02,177,26,0
INV0032433,2026-07-12,PROD0087,WH03,125,15,0
INV0032434,2026-07-12,PROD0087,WH04,148,19,0
INV0032435,2026-07-12,PROD0087,WH05,338,34,0
INV0032436,2026-07-12,PROD0088,WH01,54,1,0
INV0032437,2026-07-12,PROD0088,WH02,62,5,0
INV0032438,2026-07-12,PROD0088,WH03,228,26,0
INV0032439,2026-07-12,PROD0088,WH04,47,7,0
INV0032440,2026-07-12,PROD0088,WH05,358,15,0
INV0032441,2026-07-12,PROD0089,WH01,245,33,0
INV0032442,2026-07-12,PROD0089,WH02,159,8,0
INV0032443,2026-07-12,PROD0089,WH03,114,1,0
INV0032444,2026-07-12,PROD0089,WH04,256,35,0
INV0032445,2026-07-12,PROD0089,WH05,134,2,0
INV0032446,2026-07-12,PROD0090,WH01,105,15,0
INV0032447,2026-07-12,PROD0090,WH02,280,9,0
INV0032448,2026-07-12,PROD0090,WH03,267,10,0
INV0032449,2026-07-12,PROD0090,WH04,189,28,0
INV0032450,2026-07-12,PROD0090,WH05,425,31,0
INV0032451,2026-07-12,PROD0091,WH01,224,12,0
INV0032452,2026-07-12,PROD0091,WH02,87,12,0
INV0032453,2026-07-12,PROD0091,WH03,171,16,0
INV0032454,2026-07-12,PROD0091,WH04,57,7,0
INV0032455,2026-07-12,PROD0091,WH05,178,18,0
INV0032456,2026-07-12,PROD0092,WH01,159,2,0
INV0032457,2026-07-12,PROD0092,WH02,148,17,0
INV0032458,2026-07-12,PROD0092,WH03,123,5,0
INV0032459,2026-07-12,PROD0092,WH04,85,4,0
INV0032460,2026-07-12,PROD0092,WH05,238,14,0
INV0032461,2026-07-12,PROD0093,WH01,83,2,0
INV0032462,2026-07-12,PROD0093,WH02,198,15,0
INV0032463,2026-07-12,PROD0093,WH03,137,13,0
INV0032464,2026-07-12,PROD0093,WH04,163,17,0
INV0032465,2026-07-12,PROD0093,WH05,186,17,0
INV0032466,2026-07-12,PROD0094,WH01,14,0,0
INV0032467,2026-07-12,PROD0094,WH02,475,47,0
INV0032468,2026-07-12,PROD0094,WH03,206,20,0
INV0032469,2026-07-12,PROD0094,WH04,195,28,0
INV0032470,2026-07-12,PROD0094,WH05,12,1,0
INV0032471,2026-07-12,PROD0095,WH01,140,6,0
INV0032472,2026-07-12,PROD0095,WH02,248,18,0
INV0032473,2026-07-12,PROD0095,WH03,145,7,0
INV0032474,2026-07-12,PROD0095,WH04,255,9,0
INV0032475,2026-07-12,PROD0095,WH05,380,10,0
INV0032476,2026-07-12,PROD0096,WH01,245,13,0
INV0032477,2026-07-12,PROD0096,WH02,51,4,0
INV0032478,2026-07-12,PROD0096,WH03,161,11,0
INV0032479,2026-07-12,PROD0096,WH04,280,40,0
INV0032480,2026-07-12,PROD0096,WH05,384,49,0
INV0032481,2026-07-12,PROD0097,WH01,259,35,0
INV0032482,2026-07-12,PROD0097,WH02,143,18,0
INV0032483,2026-07-12,PROD0097,WH03,19,3,0
INV0032484,2026-07-12,PROD0097,WH04,203,13,0
INV0032485,2026-07-12,PROD0097,WH05,65,3,0
INV0032486,2026-07-12,PROD0098,WH01,536,30,0
INV0032487,2026-07-12,PROD0098,WH02,68,3,0
INV0032488,2026-07-12,PROD0098,WH03,153,20,0
INV0032489,2026-07-12,PROD0098,WH04,148,19,0
INV0032490,2026-07-12,PROD0098,WH05,329,11,0
INV0032491,2026-07-12,PROD0099,WH01,253,12,0
INV0032492,2026-07-12,PROD0099,WH02,40,1,0
INV0032493,2026-07-12,PROD0099,WH03,54,5,0
INV0032494,2026-07-12,PROD0099,WH04,251,5,0
INV0032495,2026-07-12,PROD0099,WH05,225,24,0
INV0032496,2026-07-12,PROD0100,WH01,247,8,0
INV0032497,2026-07-12,PROD0100,WH02,265,19,0
INV0032498,2026-07-12,PROD0100,WH03,150,13,0
INV0032499,2026-07-12,PROD0100,WH04,237,8,0
INV0032500,2026-07-12,PROD0100,WH05,303,26,0
INV0032501,2026-07-12,PROD0101,WH01,172,2,0
INV0032502,2026-07-12,PROD0101,WH02,242,34,0
INV0032503,2026-07-12,PROD0101,WH03,129,5,0
INV0032504,2026-07-12,PROD0101,WH04,255,12,0
INV0032505,2026-07-12,PROD0101,WH05,310,0,0
INV0032506,2026-07-12,PROD0102,WH01,201,18,0
INV0032507,2026-07-12,PROD0102,WH02,35,3,0
INV0032508,2026-07-12,PROD0102,WH03,186,8,0
INV0032509,2026-07-12,PROD0102,WH04,260,4,0
INV0032510,2026-07-12,PROD0102,WH05,322,19,0
INV0032511,2026-07-12,PROD0103,WH01,145,3,0
INV0032512,2026-07-12,PROD0103,WH02,210,13,0
INV0032513,2026-07-12,PROD0103,WH03,238,13,0
INV0032514,2026-07-12,PROD0103,WH04,183,17,0
INV0032515,2026-07-12,PROD0103,WH05,215,4,0
INV0032516,2026-07-12,PROD0104,WH01,84,1,0
INV0032517,2026-07-12,PROD0104,WH02,55,5,0
INV0032518,2026-07-12,PROD0104,WH03,150,11,0
INV0032519,2026-07-12,PROD0104,WH04,268,34,0
INV0032520,2026-07-12,PROD0104,WH05,97,14,0
INV0032521,2026-07-12,PROD0105,WH01,123,11,0
INV0032522,2026-07-12,PROD0105,WH02,192,24,0
INV0032523,2026-07-12,PROD0105,WH03,66,3,0
INV0032524,2026-07-12,PROD0105,WH04,236,10,0
INV0032525,2026-07-12,PROD0105,WH05,185,27,0
INV0032526,2026-07-12,PROD0106,WH01,114,15,0
INV0032527,2026-07-12,PROD0106,WH02,169,16,0
INV0032528,2026-07-12,PROD0106,WH03,232,14,0
INV0032529,2026-07-12,PROD0106,WH04,90,4,0
INV0032530,2026-07-12,PROD0106,WH05,78,11,0
INV0032531,2026-07-12,PROD0107,WH01,157,2,0
INV0032532,2026-07-12,PROD0107,WH02,67,10,0
INV0032533,2026-07-12,PROD0107,WH03,134,10,0
INV0032534,2026-07-12,PROD0107,WH04,89,6,0
INV0032535,2026-07-12,PROD0107,WH05,287,12,0
INV0032536,2026-07-12,PROD0108,WH01,272,6,0
INV0032537,2026-07-12,PROD0108,WH02,181,22,0
INV0032538,2026-07-12,PROD0108,WH03,19,0,0
INV0032539,2026-07-12,PROD0108,WH04,108,6,0
INV0032540,2026-07-12,PROD0108,WH05,393,14,0
